Organism/Name	TaxID	BioProject_Accession	BioProject_ID	Group	SubGroup	Size_(Mb)	GC%	Assembly_Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release_Date	Modify_Date	Status	Center	BioSample_Accession
Glarea_lozoyensis_74030	1104152	PRJNA74639	74639	Fungi	Ascomycetes	38.7183	46.0809	GCA_000238015.2	-	1	-	AGUE01	581	8374	7926	2011/12/14	2014/08/04	Scaffold	Institute_of_Pharmaceutical_Sciences	SAMN00740150
Phytophthora_parasitica_P1569	1317065	PRJNA181332	181332	Protists	Other_Protists	55.2296	49.6	GCA_000365505.1	-	-	-	ANIZ01	-	23251	28117	2013/04/16	2014/08/04	Contig	Broad_Institute	SAMN01816558
Phytophthora_parasitica_P1976	1317066	PRJNA181333	181333	Protists	Other_Protists	54.8843	49.6	GCA_000365525.1	-	-	-	ANJA01	-	23215	28082	2013/04/16	2014/08/04	Contig	Broad_Institute	SAMN01816559
Phytophthora_parasitica_CJ01A1	1317063	PRJNA181330	181330	Protists	Other_Protists	54.2899	49.6	GCA_000365545.1	-	-	-	ANIX01	-	23141	28065	2013/04/16	2014/08/04	Contig	Broad_Institute	SAMN01816556
Phytophthora_parasitica_P10297	1317064	PRJNA181331	181331	Protists	Other_Protists	54.5743	49.6	GCA_000367145.1	-	-	-	ANIY01	-	23199	27956	2013/04/16	2014/08/04	Contig	Broad_Institute	SAMN01816557
Tolypocladium_inflatum_NRRL8044	1086729	PRJNA73163	73163	Fungi	Ascomycetes	30.2177	58	GCA_000421905.1	-	-	-	AOHE01	194	-	-	2013/07/10	2014/08/11	Contig	Oregon_State_University	SAMN02981502
Spraguea_lophii_42_110	1358809	PRJNA73605	73605	Fungi	Other_Fungi	4.98088	23.4	GCA_000430065.1	-	-	-	ATCN01	1392	2585	2499	2013/07/16	2013/09/12	Contig	University_of_Exeter	SAMN02141961
Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii_VIN7	1095631	PRJNA73971	73971	Fungi	Ascomycetes	23.3715	39	GCA_000326105.1	-	-	1	AGVY01	419	10718	9143	2011/12/23	2014/08/11	Contig	The_Australian_Wine_Research_Institute	SAMN02981388
Bursaphelenchus_xylophilus	6326	PRJEA64437	64437	Animals	Roundworms	73.0857	40.4	GCA_000231135.1	-	-	-	CADV01	-	-	-	2011/09/28	2011/09/28	Contig	Wellcome_Trust_Sanger_insititute	SAMEA2272519
Priacma_serrata	50550	PRJNA74387	74387	Animals	Insects	12.0783	35.9	GCA_000281835.1	-	-	-	AGRH01	2934	-	-	2012/07/27	2014/08/06	Contig	University_of_Memphis	SAMN02953805
Orycteropus_afer_afer	1230840	PRJNA74587	74587	Animals	Mammals	4444.08	42.1	GCA_000298275.1	-	1	-	ALYB01	22509	22908	25544	2012/09/17	2013/11/01	Scaffold	Broad_Institute	SAMN00744890
Chrysochloris_asiatica	185453	PRJNA74591	74591	Animals	Mammals	4210.11	41.8	GCA_000296735.1	-	1	-	AMDV01	20500	32357	25227	2003/06/25	2010/02/01	Scaffold	Broad_Institute	SAMN00744889
Elephantulus_edwardii	28737	PRJNA74589	74589	Animals	Mammals	3843.98	41.5	GCA_000299155.1	-	-	-	AMGZ01	8768	34709	25209	2012/09/20	2013/11/01	Scaffold	Broad_Institute	SAMN00749966
Taphrina_deformans_PYCC_5710	1097556	PRJEA74523	74523	Fungi	Ascomycetes	13.3942	49.5	GCA_000312925.2	-	-	-	CAHR02	403	4661	4662	-	-	Scaffold	Faculdade_de_Ciências_e_Tecnologia,_Universidade_Nova_de_Lisboa	SAMEA2272291
Octodon_degus	10160	PRJNA74595	74595	Animals	Mammals	2995.89	42.5	GCA_000260255.1	-	-	-	AJSA01	7135	34026	27323	2012/04/19	2013/11/01	Scaffold	Broad_Institute	SAMN00769067
Dothistroma_septosporum_NZE10	675120	PRJNA74753	74753	Fungi	Ascomycetes	30.2094	53.1	GCA_000340195.1	-	-	-	AIEN01	20	12456	12415	2013/02/08	2014/08/11	Scaffold	JGI	SAMN02981403
Daubentonia_madagascariensis	31869	PRJNA74997	74997	Animals	Mammals	2855.37	39.6	GCA_000241425.1	-	-	-	AGTM01	3231305	-	-	2012/01/05	2013/11/01	Scaffold	Weill_Cornell_Medical_College	SAMN00690380
Ficedula_albicollis	59894	PRJNA75089	75089	Animals	Birds	1118.34	44.2999	GCA_000247815.2	33	1	-	AGTO02	21836	16785	26464	2012/11/30	2014/08/11	Chromosome	Uppsala_University	SAMN02981387
Brettanomyces_bruxellensis_CBS_2499	747657	PRJNA76499	76499	Fungi	Ascomycetes	13.3559	40.3	GCA_000340765.1	-	-	-	AHMD01	63	-	-	2013/02/15	2014/08/04	Scaffold	JGI	SAMN00750237
Brettanomyces_bruxellensis_AWRI1499	1124627	PRJNA78661	78661	Fungi	Ascomycetes	12.6765	39.9	GCA_000259595.1	-	-	-	AHIQ01	324	4966	4861	2012/04/27	2014/08/04	Contig	The_Australian_Wine_Research_Institute	SAMN02261473
Piriformospora_indica_DSM_11827	1109443	PRJEA76339	76339	Fungi	Basidiomycetes	25.0437	50.638	GCA_000313545.1	-	1	-	CAFZ01	1885	11879	11791	2011/11/10	2011/11/10	Scaffold	Institute_of_Bioinformatics_and_Systems_Biology,_Helmholtz_Zentrum_München,_Neuherberg,_Germany	SAMEA2272550
Camelus_ferus	419612	PRJNA76177	76177	Animals	Mammals	2009.19	41.3	GCA_000311805.2	-	1	-	AGVR01	13334	24722	31796	2012/11/08	2013/11/06	Scaffold	The_Bactrian_Camels_Genome_Sequencing_and_Analysis_Consortium	SAMN01910617
Homoloaphlyctis_polyrhiza_JEL_142	166479	PRJNA68115	68115	Fungi	Other_Fungi	26.1117	49.7	GCA_000235945.1	-	-	-	AFSM01	11986	-	-	2011/11/18	2014/08/11	Scaffold	University_of_Idaho,_Initiative_for_Bioinformatics_and_Evolutionary_Studies	SAMN02981350
Mesocricetus_auratus	10036	PRJNA77669	77669	Animals	Mammals	2504.93	43.2	GCA_000349665.1	-	1	-	APMT01	21484	23936	32567	2013/03/28	2013/03/29	Scaffold	Broad_Institute	SAMN00769068
Aspergillus_kawachii_IFO_4308	1033177	PRJDA66971	66971	Fungi	Ascomycetes	37.1132	48.981	GCA_000239835.2	-	1	-	BACL01	1163	11488	11491	2011/10/27	2015/09/16	Scaffold	University_of_Kyushu,_Department_of_Bioscience_and_Biotechnology	SAMD00036556
fungal_sp._EF0021	1117665	PRJNA77807	77807	Fungi	Other_Fungi	44.3721	47.1	GCA_000292665.1	-	-	-	AIET01	2051	-	-	2012/08/21	2014/08/11	Contig	Fraunhofer	SAMN02981404
Manduca_sexta	7130	PRJNA81037	81037	Animals	Insects	419.424	35.9	GCA_000262585.1	-	-	-	AIXA01	20871	-	-	2012/04/13	2013/11/06	Scaffold	Human_Genome_Sequencing_Center_-_BCM	SAMN00779869
Pteropus_alecto	9402	PRJNA171993	171993	Animals	Mammals	1985.98	39.9	GCA_000325575.1	-	1	-	ALWS01	65598	22140	33106	2012/12/17	2013/11/06	Scaffold	BGI	SAMN01103203
Alternaria_arborescens_EGS_39-128	1122867	PRJNA78243	78243	Fungi	Ascomycetes	33.8894	50.9	GCA_000256225.1	-	-	-	AIIC01	820	-	-	2012/03/26	2014/08/11	Contig	Department_of_Plant_Pathology,_The_Ohio_State_University	SAMN02981405
Naumovozyma_dairenensis_CBS_421	1071378	PRJEA70961	70961	Fungi	Ascomycetes	13.5276	34.1768	GCA_000227115.2	11	-	-	-	11	5816	5548	2011/08/16	2015/02/27	Chromosome	Wolfe_Laboratory,_Smurfit_Institute_of_Genetics,_Trinity_College_Dublin,_Ireland	SAMEA2272418
Chondrus_crispus	2769	PRJEA78309	78309	Other	Other	104.98	52.8585	GCA_000350225.2	-	1	-	CAKH01	926	9843	9807	2013/03/26	2015/01/30	Scaffold	Genoscope_-_Centre_National_de_Sequencage	SAMEA2272275
Macrophomina_phaseolina_MS6	1126212	PRJNA78845	78845	Fungi	Ascomycetes	48.8828	52.3	GCA_000302655.1	-	-	-	AHHD01	1506	14500	13806	2012/10/03	2014/08/11	Contig	Advanced_Studies_of_Genomics,_Proteomics_and_Bioinformatics_(ASGPB),_University_of_Hawaii_&_Basic_and_Applied_Research_on_Jute_(BARJ),_Bangladesh_Jute_Research_Institute	SAMN02981393
Tetrapisispora_phaffii_CBS_4417	1071381	PRJEA70965	70965	Fungi	Ascomycetes	12.1151	33.5732	GCA_000236905.1	16	-	-	-	17	5463	5253	2011/11/17	2015/02/27	Chromosome	Wolfe_Laboratory,_Smurfit_Institute_of_Genetics,_Trinity_College_Dublin,_Ireland	SAMEA2272094
Nicotiana_tomentosiformis	4098	PRJNA182501	182501	Plants	Land_Plants	1688.47	39.0999	GCA_000390325.1	-	1	-	ASAG01	159549	36263	45607	2013/05/10	2014/08/11	Scaffold	Philip_Morris_International_R&D	SAMN02981530
Omphalotus_olearius_VT_653.13	1128401	PRJNA79063	79063	Fungi	Basidiomycetes	27.9937	47.4	GCA_000296255.1	-	-	-	AHIW01	802	-	-	2012/09/11	2014/08/11	Scaffold	University_of_Minnesota	SAMN02981397
Torulaspora_delbrueckii	4950	PRJEA70971	70971	Fungi	Ascomycetes	9.22068	42.0369	GCA_000243375.1	8	-	-	-	8	5176	4972	2011/12/08	2015/02/27	Chromosome	Wolfe_Laboratory,_Smurfit_Institute_of_Genetics,_Trinity_College_Dublin,_Ireland	SAMEA2272433
Pseudoperonospora_cubensis	143453	PRJNA80635	80635	Protists	Other_Protists	64.3328	54	GCA_000252605.1	-	-	-	AHJF01	-	-	-	2012/03/13	2013/11/01	Contig	Michigan_State_University	SAMN00791897
Eutrema_salsugineum	72664	PRJNA80723	80723	Plants	Land_Plants	231.893	38.4769	GCA_000325905.2	7	-	-	AHIU01	2663	-	-	2012/06/29	2014/08/11	Chromosome	IGDB	SAMN02981396
Eutrema_salsugineum	72664	PRJNA73205	73205	Plants	Land_Plants	243.11	37.9	GCA_000478725.1	-	-	-	ANOA01	638	26528	29485	2013/10/22	2014/08/11	Scaffold	Joint_Genome_Institute	SAMN02981485
Hammondia_hammondi	99158	PRJNA191036	191036	Protists	Apicomplexans	51.4981	52.3	GCA_000447165.1	-	-	-	AVCM01	-	-	-	2013/08/13	2013/08/13	Contig	University_of_Pittsburgh	SAMN01974510
Phytomonas_serpens_9T	1276585	PRJNA80957	80957	Protists	Kinetoplasts	25.6932	46.6	GCA_000331125.1	-	-	-	AIHY01	-	-	-	2013/01/08	2014/08/06	Contig	Institute_of_Parasitology,_Biology_Centre,_ASCR	SAMN02953813
Tetrapisispora_blattae_CBS_6284	1071380	PRJEA70963	70963	Fungi	Ascomycetes	14.0486	31.7378	GCA_000315915.1	10	-	-	-	10	5725	5388	2012/05/11	2015/02/27	Chromosome	Wolfe_Laboratory,_Smurfit_Institute_of_Genetics,_Trinity_College_Dublin,_Ireland	SAMEA2271984
Kazachstania_africana_CBS_2517	1071382	PRJEA70967	70967	Fungi	Ascomycetes	11.1301	36.3068	GCA_000304475.1	12	-	-	-	12	5649	5378	2012/01/17	2015/02/27	Chromosome	Wolfe_Laboratory,_Smurfit_Institute_of_Genetics,_Trinity_College_Dublin,_Ireland	SAMEA2272790
Kazachstania_naganishii_CBS_8797	1071383	PRJEA70969	70969	Fungi	Ascomycetes	10.8458	45.8879	GCA_000348985.1	13	-	-	-	13	5488	5321	2012/09/03	2015/02/27	Chromosome	Wolfe_Laboratory,_Smurfit_Institute_of_Genetics,_Trinity_College_Dublin,_Ireland	SAMEA2272481
Fibroporia_radiculosa	599839	PRJEA72357	72357	Fungi	Basidiomycetes	28.378	51.1	GCA_000313525.1	-	-	-	CAGC01	861	9262	9262	2012/01/19	2012/01/19	Scaffold	Forest_Products,_Mississippi_State_University	SAMEA2272653
Eucalyptus_camaldulensis	34316	PRJDA71141	71141	Plants	Land_Plants	478.318	39.2	GCA_000260855.1	-	-	-	BADO01	28672	-	-	2012/01/21	2015/10/22	Scaffold	Kazusa_DNA_Research_Institute	SAMD00010821
Candida_orthopsilosis_Co_90-125	1136231	PRJEA172256	172256	Fungi	Ascomycetes	12.6594	37.6081	GCA_000315875.1	8	-	-	-	8	5785	5677	2012/03/14	2015/02/27	Chromosome	NCBI	SAMEA2272376
Candida_orthopsilosis_AY2	1213353	PRJNA171019	171019	Fungi	Ascomycetes	14.5117	37.3	GCA_000304155.1	-	-	-	AMDC01	-	-	-	2012/10/09	2014/08/11	Contig	Universiti_Teknologi_Malaysia	SAMN02981454
Rozella_allomycis_CSF55	988480	PRJNA81749	81749	Fungi	Other_Fungi	11.8593	35	GCA_000442015.1	-	-	-	ATJD01	1059	6350	6350	2013/07/29	2013/08/19	Scaffold	University_of_Michigan	SAMN01940551
Hysterium_pulicare_CBS_123377	1136866	PRJNA81797	81797	Fungi	Ascomycetes	38.2497	48.8	GCA_000467715.1	-	-	-	AJFK01	1091	-	-	2013/09/16	2014/08/11	Contig	Assembling_the_Fungal_Tree_of_Life_(AFTOL)	SAMN02981408
Rhytidhysteron_rufulum_CBS_306.38	1136865	PRJNA81799	81799	Fungi	Ascomycetes	39.8568	47.9	GCA_000467735.1	-	-	-	AJFL01	3976	-	-	2013/09/16	2014/08/11	Contig	Assembling_the_Fungal_Tree_of_Life_(AFTOL)	SAMN02981409
Sphaerulina_populicola_P02.02b	1136490	PRJNA81737	81737	Fungi	Ascomycetes	33.1888	50.2	GCA_000291705.1	-	-	-	AIDU01	502	-	-	2012/08/17	2014/08/11	Scaffold	University_of_British_Columbia	SAMN02981402
Setosphaeria_turcica_Et28A	671987	PRJNA82947	82947	Fungi	Ascomycetes	43.0135	51.2	GCA_000359705.1	-	-	-	AIHT01	407	11846	11698	2013/04/09	2014/05/21	Scaffold	JGI	SAMN00120049
Pyrus_x_bretschneideri	225117	PRJNA157875	157875	Plants	Land_Plants	508.551	37.5	GCA_000315295.1	-	-	-	AJSU01	2182	42120	46174	2012/11/21	2013/11/06	Scaffold	Nanjing_Agricultural_University	SAMN01797448
Daldinia_eschscholzii_UM1020	1147731	PRJNA82955	82955	Fungi	Ascomycetes	35.8424	46.5	GCA_000261445.1	-	-	-	AIID01	-	-	-	2012/05/07	2014/08/11	Contig	UNIVERSITY_OF_MALAYA	SAMN02981406
Anncaliia_algerae	723287	PRJEA84437	84437	Fungi	Other_Fungi	13.8234	25.5	GCA_000313815.1	-	-	-	CAIR01	-	-	-	2012/06/01	2012/06/01	Contig	Laboratoire_Microorganismes_:_Génome_et_Environnement	SAMEA2272427
Passalora_fulva_CBS_131901	1156157	PRJNA86753	86753	Fungi	Ascomycetes	61.1039	48.8	GCA_000301015.1	-	-	-	AMRR01	4864	-	-	2012/10/01	2014/08/11	Scaffold	Wageningen_UR_(University_&_Research_centre)	SAMN02981463
Tupaia_chinensis	246437	PRJNA169406	169406	Animals	Mammals	2846.58	42	GCA_000334495.1	-	-	-	ALAR01	50750	35882	36148	2013/01/28	2014/03/13	Scaffold	BGI	SAMN01084043
Hortaea_werneckii_EXF-2000	1157616	PRJNA87027	87027	Fungi	Ascomycetes	51.6745	53.6	GCA_000410955.1	-	-	-	AIJO01	11193	-	-	2013/06/04	2014/08/04	Scaffold	University_of_Ljubljana,_Faculty_of_Medicine,_Institute_of_Biochemistry	SAMN02147108
Thermomyces_lanuginosus_SSBP	1158138	PRJNA88097	88097	Fungi	Ascomycetes	19.1555	52.2	GCA_000315935.1	-	-	-	ANHP01	311	-	-	2012/11/29	2014/08/11	Contig	Durban_University_of_Technology	SAMN02981479
Physeter_catodon	9755	PRJNA89089	89089	Animals	Mammals	2280.73	41.3	GCA_000472045.1	-	1	-	AWZP01	11711	25108	31522	2013/09/28	2014/08/06	Scaffold	Aquatic_Genome_Models_	SAMN02953869
Poecilia_formosa	48698	PRJNA89109	89109	Animals	Fishes	748.923	39.6	GCA_000485575.1	-	-	-	AYCK01	3985	31585	49495	2013/10/25	2014/08/11	Scaffold	Aquatic_Genome_Models	SAMN02981564
Astyanax_mexicanus	7994	PRJNA89115	89115	Animals	Fishes	1191.24	40	GCA_000372685.1	-	-	-	APWO01	10735	25132	33353	2013/04/23	2014/11/18	Scaffold	Aquatic_Genome_Models	SAMN02981523
Saccharomyces_arboricola_H-6	1160507	PRJNA88533	88533	Fungi	Ascomycetes	11.6195	38.851	GCA_000292725.1	16	1	-	ALIE01	35	3740	3659	2012/08/16	2014/08/11	Chromosome	The_University_of_Nottingham	SAMN02981438
Ascocoryne_sarcoides_NRRL_50072	1016881	PRJNA71021	71021	Fungi	Ascomycetes	34.2474	46.4	GCA_000328965.1	-	-	-	AIAA01	13	-	-	2012/12/31	2014/08/11	Scaffold	Yale_University	SAMN02981401
Nicotiana_sylvestris	4096	PRJNA182500	182500	Plants	Land_Plants	2221.99	39.7999	GCA_000393655.1	-	1	-	ASAF01	253918	38814	48160	2013/05/08	2014/08/11	Scaffold	Philip_Morris_International_R&D	SAMN02981529
Fusarium_fujikuroi_B14	1215603	PRJNA171493	171493	Fungi	Ascomycetes	43.8127	48.3	GCA_000315255.1	-	-	-	ANFV01	333	-	-	2012/11/19	2014/08/11	Scaffold	Soonchunhyang_University	SAMN02981475
Nannochloropsis_oceanica	145522	PRJNA60795	60795	Protists	Other_Protists	27.6399	53.5	GCA_000226695.1	-	-	-	AEUM01	-	-	-	2011/09/29	2014/08/11	Contig	College_of_Marine_Life_Sciences,_Ocean_University_of_China	SAMN02981301
Leishmania_amazonensis	5659	PRJNA173202	173202	Protists	Kinetoplasts	29.0293	59.3	GCA_000438535.1	-	-	-	APNT01	2627	-	-	2013/07/18	2014/08/06	Scaffold	Laboratorio_de_Genomica_e_Expressao	SAMN02953847
Parasteatoda_tepidariorum	114398	PRJNA167405	167405	Animals	Other_Animals	1443.91	32.9	GCA_000365465.1	-	-	-	AOMJ01	31445	21783	28136	2013/04/15	2013/09/27	Scaffold	The_i5k_Initiative	SAMN02364452
Rhodotorula_toruloides_NP11	1130832	PRJNA169538	169538	Fungi	Basidiomycetes	20.2239	62	GCA_000320785.2	-	-	-	ALAU01	94	8167	8140	2012/10/30	2014/08/04	Scaffold	Dalian_Institute_of_Chemical_Physics	SAMN01081617
Rhodotorula_toruloides_MTCC_457	1165933	PRJNA112573	112573	Fungi	Basidiomycetes	20.0603	61.9	GCA_000258745.1	-	-	-	AJMJ01	462	-	-	2012/04/13	2014/08/11	Scaffold	Institute_of_Microbial_Technology(IMTECH)-CSIR,Sector_39A,Chandigarh,160036	SAMN02981412
Geospiza_fortis	48883	PRJNA156703	156703	Animals	Birds	1065.29	41.7	GCA_000277835.1	-	-	-	AKZB01	27239	14568	16724	2012/07/11	2013/11/01	Scaffold	Beijing_Genomics_Institute	SAMN00839579
Chelonia_mydas	8469	PRJNA104937	104937	Animals	Reptiles	2208.41	43.7	GCA_000344595.1	-	1	-	AJIM01	140023	19323	20261	2013/03/01	2014/08/11	Scaffold	BGI	SAMN02981410
Thunnus_orientalis	8238	PRJDA68701	68701	Animals	Fishes	684.497	39.7	GCA_000418415.1	-	-	-	BADN01	-	-	-	2013/06/27	2015/10/15	Contig	National_Research_Institute_of_Fisheries_Science	SAMD00036584
Coniosporium_apollinis_CBS_100218	1168221	PRJNA157061	157061	Fungi	Ascomycetes	28.6453	52.1	GCA_000281105.1	-	-	-	AJKL01	169	9366	9308	2012/07/24	2014/08/04	Scaffold	Broad_Institute	SAMN00989094
Penicillium_digitatum_PHI26	1170229	PRJNA157541	157541	Fungi	Ascomycetes	25.9851	48.8737	GCA_000315665.1	-	1	-	AKCT01	101	9134	9133	2012/11/27	2015/11/04	Scaffold	Center_for_Genomic_Regulation_(CRG)	SAMN02399970
Penicillium_digitatum_Pd1	1170230	PRJNA302315	302315	Fungi	Ascomycetes	26.0821	48.8738	GCA_000315645.2	-	1	-	AKCU01	54	8962	8961	2012/11/27	2015/11/04	Scaffold	NCBI	SAMN02981416
Penicillium_digitatum_Pd01-ZJU	1254403	PRJNA178915	178915	Fungi	Ascomycetes	25.0111	48.9	GCA_000485865.1	-	-	-	ANGJ01	1816	-	-	2013/10/29	2014/08/11	Contig	Institute_of_developmentive_and_regenerative_biology	SAMN02981476
Oxytricha_trifallax	1172189	PRJNA74629	74629	Protists	Other_Protists	67.1581	31.4	GCA_000295675.1	1	-	-	AMCR01	-	49156	49156	2012/09/07	2014/08/06	Contig	Washington_University_Genome_Sequencing_Center	SAMN02953822
Aureobasidium_pullulans_AY4	1213350	PRJNA171022	171022	Fungi	Ascomycetes	26.7227	49.8	GCA_000294735.1	-	-	-	AMCU01	515	-	-	2012/09/06	2014/08/11	Contig	Universiti_Teknologi_Malaysia	SAMN02981451
Penstemon_cyananthus	388136	PRJNA162251	162251	Plants	Land_Plants	4.62226	36.4	GCA_000281005.1	-	-	-	AKKG01	-	-	-	2012/07/23	2014/08/11	Contig	Brigham_Young_University	SAMN02981420
Encephalitozoon_romaleae_SJ-2008	1178016	PRJNA215743	215743	Fungi	Other_Fungi	2.18759	40.3432	GCA_000280035.2	10	-	-	-	13	1883	1831	2012/07/19	2014/10/30	Chromosome	NCBI	SAMN03081437
Penstemon_davidsonii	160366	PRJNA162455	162455	Plants	Land_Plants	2.37523	35.3	GCA_000280985.1	-	-	-	AKKI01	-	-	-	2012/07/23	2014/08/11	Contig	Brigham_Young_University	SAMN02981422
Penstemon_dissectus	160369	PRJNA162457	162457	Plants	Land_Plants	2.62809	34.6	GCA_000280965.1	-	-	-	AKKH01	-	-	-	2012/07/23	2014/08/11	Contig	Brigham_Young_University	SAMN02981421
Penstemon_fruticosus	160371	PRJNA163701	163701	Plants	Land_Plants	2.31904	35.2	GCA_000281025.1	-	-	-	AKKJ01	-	-	-	2012/07/23	2014/08/11	Contig	Brigham_Young_University	SAMN02981423
Caenorhabditis_elegans	6239	PRJNA13758	13758	Animals	Roundworms	100.286	35.4317	GCA_000002985.3	6	1	-	-	7	46717	28026	2001/12/03	2016/05/05	Chromosome	C._elegans_Sequencing_Consortium	SAMEA3138177
Prunus_mume	102107	PRJNA171605	171605	Plants	Land_Plants	234.03	38.327	GCA_000346735.1	8	1	-	AOHF01	8626	26411	29705	2013/02/28	2014/08/11	Chromosome	BGI	SAMN02981503
Endotrypanum_monterogeii	5705	PRJNA165953	165953	Protists	Kinetoplasts	32.5193	52.7	GCA_000333855.1	-	-	-	AOFS01	1991	-	-	2013/01/18	2014/08/04	Scaffold	Kinetoplastid_Genomes_Consortium	SAMN01129977
Leishmania_panamensis_MHOM/COL/81/L13	1295824	PRJNA165959	165959	Protists	Kinetoplasts	31.2639	57.5	GCA_000340495.1	-	-	-	AOND01	952	-	-	2013/01/31	2014/08/04	Scaffold	Kinetoplastid_Genomes_Consortium	SAMN01129975
Cyberlindnera_jadinii_NBRC_0988	1128122	PRJDB26	167219	Fungi	Ascomycetes	14.2753	44.6864	GCA_000328385.1	13	-	-	BAEL01	1002	-	-	2012/05/22	2012/05/23	Chromosome	KIRIN_Holdings_Company,_Ltd.	SAMD00036598
Sclerotinia_homoeocarpa_LT30	1195775	PRJNA167556	167556	Fungi	Ascomycetes	29.7255	44.6	GCA_000280825.1	-	-	-	AKKO01	-	-	-	2012/07/23	2014/08/11	Contig	University_of_Massachusetts_Amherst	SAMN02981424
Athalia_rosae	37344	PRJNA167403	167403	Animals	Insects	163.838	41.5	GCA_000344095.1	-	-	-	AOFN01	522	11453	19484	2013/03/04	2014/08/06	Scaffold	The_i5k_Initiative	SAMN02953829
Odobenus_rosmarus_divergens	9708	PRJNA167474	167474	Animals	Mammals	2400.15	41.7	GCA_000321225.1	-	1	-	ANOP01	3893	25186	31370	2012/12/17	2015/04/20	Scaffold	Marine_mammals	SRS365211
Anoplophora_glabripennis	217634	PRJNA167479	167479	Animals	Insects	707.712	35.1	GCA_000390285.1	-	-	-	AQHT01	10473	-	-	2013/05/10	2014/08/04	Scaffold	The_i5k_Initiative	SAMN02222868
Dichomitus_squalens_LYAD-421_SS1	732165	PRJNA53511	53511	Fungi	Basidiomycetes	42.7484	55	GCA_000275845.1	-	-	-	AEID01	542	12509	12287	2012/07/03	2014/08/11	Scaffold	JGI	SAMN02981282
Ustilago_hordei	120017	PRJEA79049	79049	Fungi	Basidiomycetes	21.1507	51.9	GCA_000286035.1	-	-	-	CAGI01	713	7220	7111	2012/05/18	2013/09/26	Scaffold	Helmholtz-Zentrum_Muenchen,_IBIS	SAMEA2272010
Plasmodium_cynomolgi_strain_B	1120755	PRJDA49901	49901	Protists	Apicomplexans	26.1813	40.5946	GCA_000321355.1	14	-	-	BAEJ01	1663	5776	5716	2012/05/31	2015/09/16	Chromosome	Osaka_Univ.	SAMD00016567
Falco_cherrug	345164	PRJNA168071	168071	Animals	Birds	1174.81	41.8	GCA_000337975.1	-	-	-	AKMU01	5863	15380	21235	2013/02/05	2014/08/11	Scaffold	BGI	SAMN02981426
Saprolegnia_diclina_VS20	1156394	PRJNA86859	86859	Protists	Other_Protists	62.8858	55.3	GCA_000281045.1	-	-	-	AIJL01	390	17448	18229	2012/07/23	2014/08/11	Scaffold	Broad_Institute	SAMN02981407
Takifugu_flavidus	433684	PRJNA168966	168966	Animals	Fishes	378.032	45.6	GCA_000400755.1	-	-	-	AOOT01	34332	-	-	2013/05/16	2013/11/14	Scaffold	IOCAS	SRS366104
Angomonas_deanei	59799	PRJNA203418	203418	Protists	Kinetoplasts	23.0794	49.2	GCA_000482225.1	-	-	-	AUXM01	-	-	-	2013/10/25	2014/08/06	Contig	VCU	SAMN02953866
Pythium_aphanidermatum_DAOM_BR444	1223555	PRJNA169051	169051	Protists	Other_Protists	35.8768	53.5	GCA_000387445.2	-	-	-	AKXX02	1774	-	-	2013/05/02	2014/08/11	Scaffold	Michigan_State_University	SAMN02981430
Pythium_arrhenomanes_ATCC_12531	1223556	PRJNA169052	169052	Protists	Other_Protists	44.6726	56.1	GCA_000387505.2	-	-	-	AKXY02	10972	-	-	2013/05/02	2014/08/11	Scaffold	Michigan_State_University	SAMN02981431
Pythium_irregulare_DAOM_BR486	1223557	PRJNA169053	169053	Protists	Other_Protists	42.9681	53.6	GCA_000387425.2	-	-	-	AKXZ02	5887	-	-	2013/05/02	2014/08/11	Scaffold	Michigan_State_University	SAMN02981432
Pythium_iwayamai_DAOM_BR242034	1223558	PRJNA169054	169054	Protists	Other_Protists	43.1992	54.6	GCA_000387465.2	-	-	-	AKYA02	11541	-	-	2013/05/02	2014/08/11	Scaffold	Michigan_State_University	SAMN02981433
Leishmania_aethiopica_L147	1206056	PRJNA169673	169673	Protists	Kinetoplasts	31.9862	59.7	GCA_000444285.1	-	-	-	AUMB01	472	-	-	2013/08/05	2014/08/04	Scaffold	Kinetoplastid_Genomes_Consortium	SAMN02214601
Wickerhamomyces_ciferrii	1041607	PRJEB29	169887	Fungi	Ascomycetes	15.9012	30.4	GCA_000313485.1	-	-	-	CAIF01	364	6702	6702	2012/09/13	2015/01/30	Contig	Center_for_Biotechnology	SAMEA2272793
Fusarium_pseudograminearum_CS3096	1028729	PRJNA66583	66583	Fungi	Ascomycetes	36.9329	47.8	GCA_000303195.1	-	-	-	AFNW01	685	12447	12447	2012/10/05	2015/04/15	Contig	CSIRO	SAMN02981337
Musca_domestica	7370	PRJNA176013	176013	Animals	Insects	750.404	36.1	GCA_000371365.1	-	-	-	AQPM01	20487	15460	19552	2013/04/16	2014/10/16	Scaffold	Glossina_Genomes_Consortium	SAMN02953849
Leishmania_mexicana_MHOM/GT/2001/U1103	929439	PRJEA60403	60403	Protists	Kinetoplasts	32.1087	59.7793	GCA_000234665.4	34	-	-	CADB01	588	8248	8147	2011/02/04	2011/12/18	Chromosome	Wellcome_Trust_Sanger_Institute	SAMEA2272796
